Comments,Surrounding Code Context,Class,Predicted Class
/*HAVE_ALARM && SIGALRM*/,"-10. static int synchnet(curl_socket_t);
-9. static int do_tftp(struct testcase *test, struct tftphdr *tp, ssize_t size);
-8. static int validate_access(struct testcase *test, const char *fname, int mode);
-7. static void sendtftp(struct testcase *test, const struct formats *pf);
-6. static void recvtftp(struct testcase *test, const struct formats *pf);
-5. static void nak(int error);
-4. #if defined(HAVE_ALARM) && defined(SIGALRM)
-3. static void mysignal(int sig, void (*handler)(int));
-2. static void timer(int signum);
-1. static void justtimeout(int signum);

/*HAVE_ALARM && SIGALRM*/

111",Not Useful,1
"/*****************************************************************************
*                          FUNCTION IMPLEMENTATIONS                          *
*****************************************************************************/","-1. #include ""memdebug.h""
/*****************************************************************************

/*****************************************************************************
*                          FUNCTION IMPLEMENTATIONS                          *
*****************************************************************************/

1. *                      STRUCT DECLARATIONS AND DEFINES                       *
2. *****************************************************************************/
3. #ifndef PKTSIZE",Not Useful,1
/*HAVE_ALARM && SIGALRM*/,"-10. static int synchnet(curl_socket_t);
-9. static int do_tftp(struct testcase *test, struct tftphdr *tp, ssize_t size);
-8. static int validate_access(struct testcase *test, const char *fname, int mode);
-7. static void sendtftp(struct testcase *test, const struct formats *pf);
-6. static void recvtftp(struct testcase *test, const struct formats *pf);
-5. static void nak(int error);
-4. #if defined(HAVE_ALARM) && defined(SIGALRM)
-3. static void mysignal(int sig, void (*handler)(int));
-2. static void timer(int signum);
-1. static void justtimeout(int signum);

/*HAVE_ALARM && SIGALRM*/

111",Not Useful,1
/*init crlf flag*/,"-2. static struct tftphdr *rw_init(int x)
-1. {

/*init crlf flag*/

1.   prevchar = -1;",Not Useful,1
/*ahead or behind?*/,"-2.   current = 0;
-1.   bfs[1].counter = BF_FREE;

/*ahead or behind?*/

1.   return &bfs[0].buf.hdr;
2. }
3. static struct tftphdr *w_init(void)
4. {",Not Useful,0
/*write-behind*/,"-1. /*
 * init for either read-ahead or write-behind.

/*write-behind*/

1.  * zero for write-behind, one for read-head.
2.  */
3. static struct tftphdr *rw_init(int x)
4. {",Not Useful,1
/*read-ahead*/,"-1. /*
 * init for either read-ahead or write-behind.

/*read-ahead*/

1.  * zero for write-behind, one for read-head.
2.  */
3. static struct tftphdr *rw_init(int x)
4. {",Not Useful,1
"/*The former file reading code did this:
       b->counter = read(fileno(file), dp->th_data, SEGSIZE);*/","-2.   dp = &b->buf.hdr;
-1.   if(convert == 0) {

/*The former file reading code did this:
       b->counter = read(fileno(file), dp->th_data, SEGSIZE);*/

1.     size_t copy_n = MIN(SEGSIZE, test->rcount);
2.     memcpy(dp->th_data, test->rptr, copy_n);",Not Useful,1
"/*decrease amount, advance pointer*/","-2.     size_t copy_n = MIN(SEGSIZE, test->rcount);
-1.     memcpy(dp->th_data, test->rptr, copy_n);

/*decrease amount, advance pointer*/

1.     test->rcount -= copy_n;
2.     test->rptr += copy_n;
3.     b->counter = (int)copy_n;
4.     return;
5.   }
6.   p = dp->th_data;
7.   for(i = 0 ; i < SEGSIZE; i++) {
8.     if(newline) {
9.       if(prevchar == '\n')",Not Useful,1
"/*lf to cr,lf*/","-9.     test->rcount -= copy_n;
-8.     test->rptr += copy_n;
-7.     b->counter = (int)copy_n;
-6.     return;
-5.   }
-4.   p = dp->th_data;
-3.   for(i = 0 ; i < SEGSIZE; i++) {
-2.     if(newline) {
-1.       if(prevchar == '\n')

/*lf to cr,lf*/

1.       else",Not Useful,1
"/*cr to cr,nul*/","-1.       else

/*cr to cr,nul*/

1.       newline = 0;
2.     }
3.     else {
4.       if(test->rcount) {
5.         c = test->rptr[0];
6.         test->rptr++;
7.         test->rcount--;
8.       }
9.       else
10.         break;",Not Useful,1
/*set size of data to write*/,"-3. static int writeit(struct testcase *test, struct tftphdr * volatile *dpp,
-2.                    int ct, int convert)
-1. {

/*set size of data to write*/

111",Not Useful,1
/*switch to other buffer*/,"-4. static int writeit(struct testcase *test, struct tftphdr * volatile *dpp,
-3.                    int ct, int convert)
-2. {

/*switch to other buffer*/

111",Not Useful,1
/*if not free*/,"-7. {
-6.   int i;
-5.   char *p;
-4.   int c;
-3.   struct bf *b;
-2.   struct tftphdr *dp;

/*if not free*/

1.     return;",Not Useful,1
/*flush it*/,"-6. static int writeit(struct testcase *test, struct tftphdr * volatile *dpp,
-5.                    int ct, int convert)
-4. {

/*flush it*/

111",Not Useful,1
/*mark as alloc'd*/,"-7. static int writeit(struct testcase *test, struct tftphdr * volatile *dpp,
-6.                    int ct, int convert)
-5. {

/*mark as alloc'd*/

1.   *dpp =  &bfs[current].buf.hdr;",Not Useful,1
/*this is a lie of course*/,"-1.   *dpp =  &bfs[current].buf.hdr;

/*this is a lie of course*/

1. }",Not Useful,1
/*current character*/,"-10.  * CR, NUL -> CR  and CR, LF => LF.
-9.  * Note spec is undefined if we get CR as last byte of file or a
-8.  * CR followed by anything else.  In this case we leave it alone.
-7.  */
-6. static ssize_t write_behind(struct testcase *test, int convert)
-5. {
-4.   char *writebuf;
-3.   int count;
-2.   int ct;
-1.   char *p;

/*current character*/

1.   struct bf *b;
2.   struct tftphdr *dp;
3.   b = &bfs[nextone];",Not Useful,1
/*anything to flush?*/,"-3.   struct bf *b;
-2.   struct tftphdr *dp;
-1.   b = &bfs[nextone];

/*anything to flush?*/

111",Not Useful,1
/*just nop if nothing to do*/,"-4.   struct bf *b;
-3.   struct tftphdr *dp;
-2.   b = &bfs[nextone];

/*just nop if nothing to do*/

1.   if(!test->ofile) {
2.     char outfile[256];
3.     msnprintf(outfile, sizeof(outfile), ""log/upload.%ld"", test->testno);
4. #ifdef WIN32
5.     test->ofile = open(outfile, O_CREAT|O_RDWR|O_BINARY, 0777);
6. #else
7.     test->ofile = open(outfile, O_CREAT|O_RDWR, 0777);
8. #endif
9.     if(test->ofile == -1) {
10.       logmsg(""Couldn't create and/or open file %s for upload!"", outfile);",Not Useful,1
/*remember byte count*/,"-2.     }
-1.   }

/*remember byte count*/

111",Not Useful,1
/*reset flag*/,"-3.     }
-2.   }

/*reset flag*/

1.   dp = &b->buf.hdr;",Not Useful,1
/*incr for next time*/,"-1.   dp = &b->buf.hdr;

/*incr for next time*/

1.   writebuf = dp->th_data;
2.   if(count <= 0)",Not Useful,1
/*loop over the buffer*/,"-4.   if(convert == 0)
-3.     return write(test->ofile, writebuf, count);
-2.   p = writebuf;
-1.   ct = count;

/*loop over the buffer*/

111",Not Useful,1
/*pick up a character*/,"-5.   if(convert == 0)
-4.     return write(test->ofile, writebuf, count);
-3.   p = writebuf;
-2.   ct = count;

/*pick up a character*/

111",Not Useful,0
/*if prev char was cr*/,"-6.   if(convert == 0)
-5.     return write(test->ofile, writebuf, count);
-4.   p = writebuf;
-3.   ct = count;

/*if prev char was cr*/

111",Not Useful,1
"/*if have cr,lf then just*/","-7.   if(convert == 0)
-6.     return write(test->ofile, writebuf, count);
-5.   p = writebuf;
-4.   ct = count;

/*if have cr,lf then just*/

111",Not Useful,1
/*smash lf on top of the cr*/,"-8.   if(convert == 0)
-7.     return write(test->ofile, writebuf, count);
-6.   p = writebuf;
-5.   ct = count;

/*smash lf on top of the cr*/

1.       else",Not Useful,1
"/*if have cr,nul then*/","-1.       else

/*if have cr,nul then*/

111",Not Useful,1
/*just skip over the putc*/,"-2.       else

/*just skip over the putc*/

111",Not Useful,1
/*else just fall through and allow it*/,"-3.       else

/*else just fall through and allow it*/

1.     }",Not Useful,0
"/*formerly
       putc(c, file);*/","-5.       else

/*formerly
       putc(c, file);*/

1.     if(1 != write(test->ofile, &c, 1))
2.       break;
3.     skipit:
4.     prevchar = c;
5.   }
6.   return count;
7. }
8. /* When an error has occurred, it is possible that the two sides are out of
9.  * synch.  Ie: that what I think is the other side's response to packet N is
10.  * really their response to packet N-1.",Not Useful,1
/*store input protocol*/,"-7.   FILE *server = fopen(REQUEST_DUMP, ""ab"");
-6.   if(!server) {
-5.     int error = errno;
-4.     logmsg(""fopen() failed with error: %d %s"", error, strerror(error));
-3.     logmsg(""Error opening file: %s"", REQUEST_DUMP);
-2.     return -1;
-1.   }

/*store input protocol*/

1.   fprintf(server, ""opcode = %x\n"", tp->th_opcode);
2.   cp = (char *)&tp->th_stuff;
3.   filename = cp;
4.   do {
5.     bool endofit = true;
6.     while(cp < &buf.storage[size]) {
7.       if(*cp == '\0') {
8.         endofit = false;
9.         break;
10.       }",Not Useful,1
/*no more options*/,"-10.   do {
-9.     bool endofit = true;
-8.     while(cp < &buf.storage[size]) {
-7.       if(*cp == '\0') {
-6.         endofit = false;
-5.         break;
-4.       }
-3.       cp++;
-2.     }
-1.     if(endofit)

/*no more options*/

1.       break;",Not Useful,1
/*No more options*/,"-5.         option = cp;
-4.       }
-3.       toggle ^= 1;
-2.     }
-1.     else

/*No more options*/

1.       break;
2.   } while(1);
3.   if(*cp) {
4.     nak(EBADOP);
5.     fclose(server);
6.     return 3;
7.   }",Not Useful,0
/*get to the letter following the newline*/,"-4.       check = strchr(cmd, '\r');
-3.       if(!check)
-2.         check = strchr(cmd, '\n');
-1.       if(check) {

/*get to the letter following the newline*/

1.         while((*check == '\r') || (*check == '\n'))
2.           check++;
3.         if(!*check)",Not Useful,1
"/*if we reached a zero, get out*/","-3.         while((*check == '\r') || (*check == '\n'))
-2.           check++;
-1.         if(!*check)

/*if we reached a zero, get out*/

1.           break;
2.         cmd = check;
3.       }
4.       else
5.         break;
6.     }
7.     free(orgcmd);
8.   }",Not Useful,1
/** Validate file access.*/,"-2. }
-1. /*
 * Validate file access.

/** Validate file access.*/

1.  */
2. static int validate_access(struct testcase *test,
3.                            const char *filename, int mode)
4. {
5.   char *ptr;
6.   logmsg(""trying to get file: %s mode %x"", filename, mode);
7.   if(!strncmp(""verifiedserver"", filename, 14)) {
8.     char weare[128];
9.     size_t count = msnprintf(weare, sizeof(weare), ""WE ROOLZ: %""
10.                              CURL_FORMAT_CURL_OFF_T ""\r\n"", our_getpid());",Not Useful,1
/*set read pointer*/,"-10.                            const char *filename, int mode)
-9. {
-8.   char *ptr;
-7.   logmsg(""trying to get file: %s mode %x"", filename, mode);
-6.   if(!strncmp(""verifiedserver"", filename, 14)) {
-5.     char weare[128];
-4.     size_t count = msnprintf(weare, sizeof(weare), ""WE ROOLZ: %""
-3.                              CURL_FORMAT_CURL_OFF_T ""\r\n"", our_getpid());
-2.     logmsg(""Are-we-friendly question received"");
-1.     test->buffer = strdup(weare);

/*set read pointer*/

111",Not Useful,1
/*set total count*/,"-10. {
-9.   char *ptr;
-8.   logmsg(""trying to get file: %s mode %x"", filename, mode);
-7.   if(!strncmp(""verifiedserver"", filename, 14)) {
-6.     char weare[128];
-5.     size_t count = msnprintf(weare, sizeof(weare), ""WE ROOLZ: %""
-4.                              CURL_FORMAT_CURL_OFF_T ""\r\n"", our_getpid());
-3.     logmsg(""Are-we-friendly question received"");
-2.     test->buffer = strdup(weare);

/*set total count*/

111",Not Useful,1
/*set data left to read*/,"-10.   char *ptr;
-9.   logmsg(""trying to get file: %s mode %x"", filename, mode);
-8.   if(!strncmp(""verifiedserver"", filename, 14)) {
-7.     char weare[128];
-6.     size_t count = msnprintf(weare, sizeof(weare), ""WE ROOLZ: %""
-5.                              CURL_FORMAT_CURL_OFF_T ""\r\n"", our_getpid());
-4.     logmsg(""Are-we-friendly question received"");
-3.     test->buffer = strdup(weare);

/*set data left to read*/

111",Not Useful,0
/*find the last slash*/,"-1.   }

/*find the last slash*/

1.   ptr = strrchr(filename, '/');
2.   if(ptr) {
3.     char partbuf[80]=""data"";
4.     long partno;
5.     long testno;
6.     FILE *stream;",Not Useful,1
/*set read pointer*/,"-10.                            const char *filename, int mode)
-9. {
-8.   char *ptr;
-7.   logmsg(""trying to get file: %s mode %x"", filename, mode);
-6.   if(!strncmp(""verifiedserver"", filename, 14)) {
-5.     char weare[128];
-4.     size_t count = msnprintf(weare, sizeof(weare), ""WE ROOLZ: %""
-3.                              CURL_FORMAT_CURL_OFF_T ""\r\n"", our_getpid());
-2.     logmsg(""Are-we-friendly question received"");
-1.     test->buffer = strdup(weare);

/*set read pointer*/

111",Not Useful,0
/*set total count*/,"-10. {
-9.   char *ptr;
-8.   logmsg(""trying to get file: %s mode %x"", filename, mode);
-7.   if(!strncmp(""verifiedserver"", filename, 14)) {
-6.     char weare[128];
-5.     size_t count = msnprintf(weare, sizeof(weare), ""WE ROOLZ: %""
-4.                              CURL_FORMAT_CURL_OFF_T ""\r\n"", our_getpid());
-3.     logmsg(""Are-we-friendly question received"");
-2.     test->buffer = strdup(weare);

/*set total count*/

111",Not Useful,1
/*set data left to read*/,"-10.   char *ptr;
-9.   logmsg(""trying to get file: %s mode %x"", filename, mode);
-8.   if(!strncmp(""verifiedserver"", filename, 14)) {
-7.     char weare[128];
-6.     size_t count = msnprintf(weare, sizeof(weare), ""WE ROOLZ: %""
-5.                              CURL_FORMAT_CURL_OFF_T ""\r\n"", our_getpid());
-4.     logmsg(""Are-we-friendly question received"");
-3.     test->buffer = strdup(weare);

/*set data left to read*/

111",Not Useful,0
/*block count*/,"-5. static void sendtftp(struct testcase *test, const struct formats *pf)
-4. {
-3.   int size;
-2.   ssize_t n;

/*block count*/

111",Not Useful,1
/*block count*/,"-5. static void sendtftp(struct testcase *test, const struct formats *pf)
-4. {
-3.   int size;
-2.   ssize_t n;

/*block count*/

111",Not Useful,1
/*really?*/,"-10.       alarm(rexmtval);
-9. #endif
-8.       logmsg(""read"");
-7.       n = sread(peer, rdp, PKTSIZE);
-6.       logmsg(""read: %zd"", n);
-5. #ifdef HAVE_ALARM
-4.       alarm(0);
-3. #endif
-2.       if(got_exit_signal)
-1.         goto abort;

/*really?*/

1.         logmsg(""read: fail"");
2.         goto abort;
3.       }
4.       rdp->th_opcode = ntohs((unsigned short)rdp->th_opcode);
5.       rdp->th_block = ntohs(rdp->th_block);
6.       if(rdp->th_opcode == opcode_ERROR)
7.         goto abort;
8.       if(rdp->th_opcode == opcode_DATA) {
9.         if(rdp->th_block == recvblock) {",Not Useful,1
/*rexmit*/,"-2.         (void) synchnet(peer);
-1.         if(rdp->th_block == (recvblock-1))

/*rexmit*/

1.       }
2.     }
3.     size = writeit(test, &rdp, (int)(n - 4), pf->f_convert);",Not Useful,1
/*ahem*/,"-3.       }
-2.     }
-1.     size = writeit(test, &rdp, (int)(n - 4), pf->f_convert);

/*ahem*/

1.       if(size < 0)
2.         nak(errno + 100);
3.       else
4.         nak(ENOSPACE);
5.       goto abort;
6.     }
7.   } while(size == SEGSIZE);
8.   write_behind(test, pf->f_convert);",Not Useful,1
/*if read some data*/,"-6.   n = sread(peer, &buf.storage[0], sizeof(buf.storage));
-5. #ifdef HAVE_ALARM
-4.   alarm(0);
-3. #endif
-2.   if(got_exit_signal)
-1.     goto abort;

/*if read some data*/

111",Not Useful,0
/*and got a data block*/,"-7.   n = sread(peer, &buf.storage[0], sizeof(buf.storage));
-6. #ifdef HAVE_ALARM
-5.   alarm(0);
-4. #endif
-3.   if(got_exit_signal)
-2.     goto abort;

/*and got a data block*/

111",Not Useful,1
"/** This is a fake ntlm_auth, which is used for testing NTLM single-sign-on.
 * When DEBUGBUILD is defined, libcurl invoke this tool instead of real winbind
 * daemon helper /usr/bin/ntlm_auth. This tool will accept commands and
 * responses with a pre-written string saved in test case test2005.*/","-10.  * You may opt to use, copy, modify, merge, publish, distribute and/or sell
-9.  * copies of the Software, and permit persons to whom the Software is
-8.  * furnished to do so, under the terms of the COPYING file.
-7.  *
-6.  * This software is distributed on an ""AS IS"" basis, WITHOUT WARRANTY OF ANY
-5.  * KIND, either express or implied.
-4.  *
-3.  ***************************************************************************/
-2. #include ""server_setup.h""
-1. /*
 * This is a fake ntlm_auth, which is used for testing NTLM single-sign-on.
 * When DEBUGBUILD is defined, libcurl invoke this tool instead of real winbind
 * daemon helper /usr/bin/ntlm_auth. This tool will accept commands and
 * responses with a pre-written string saved in test case test2005.

/** This is a fake ntlm_auth, which is used for testing NTLM single-sign-on.
 * When DEBUGBUILD is defined, libcurl invoke this tool instead of real winbind
 * daemon helper /usr/bin/ntlm_auth. This tool will accept commands and
 * responses with a pre-written string saved in test case test2005.*/

1.  */
2. #define ENABLE_CURLX_PRINTF",Not Useful,1
